Member,HS_Code,Label_EN,Explanatory_EN
http://data.europa.eu/xsp/cn2024/842111000080,8421.11,8421 11 00 -- Cream separators,Centrifugal cream separators
http://data.europa.eu/xsp/cn2024/842112000080,8421.12,8421 12 00 -- Clothes dryers,Centrifugal clothes-dryers
http://data.europa.eu/xsp/cn2024/842119000080,8421.19,8421 19 -- Other,"Centrifuges, incl. centrifugal dryers (excl. isotope separators, cream separators and clothes dryers)"
http://data.europa.eu/xsp/cn2024/842121000080,8421.21,8421 21 00 -- For filtering or purifying water,Machinery and apparatus for filtering or purifying water
http://data.europa.eu/xsp/cn2024/842122000080,8421.22,8421 22 00 -- For filtering or purifying beverages other than water,Machinery and apparatus for filtering or purifying beverages (excl.water)
http://data.europa.eu/xsp/cn2024/842123000080,8421.23,8421 23 00 -- Oil or petrol filters for internal combustion engines,Oil or petrol-filters for internal combustion engines
http://data.europa.eu/xsp/cn2024/842129000080,8421.29,8421 29 -- Other,"Machinery and apparatus for filtering or purifying liquids (excl. such machinery and apparatus for water and other beverages, oil or petrol-filters for internal combustion engines and artificial kidneys)"
http://data.europa.eu/xsp/cn2024/842131000080,8421.31,8421 31 00 -- Intake air filters for internal combustion engines,Intake air filters for internal combustion engines
http://data.europa.eu/xsp/cn2024/842132000080,8421.32,"8421 32 00 -- Catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines","Catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines"
http://data.europa.eu/xsp/cn2024/842139000080,8421.39,8421 39 -- Other,"Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake air filters for internal combustion engines, and catalytic converters and particulate filters for purifying or filtering exhaust gases from internal combustion engines)"
http://data.europa.eu/xsp/cn2024/842191000080,8421.91,"8421 91 00 -- Of centrifuges, including centrifugal dryers","Parts of centrifuges, incl. centrifugal dryers, n.e.s."
http://data.europa.eu/xsp/cn2024/842199000080,8421.99,8421 99 -- Other,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s."
http://data.europa.eu/xsp/cn2024/842211000080,8422.11,8422 11 00 -- Of the household type,Dishwashing machines of the household type
http://data.europa.eu/xsp/cn2024/842219000080,8422.19,8422 19 00 -- Other,Dishwashing machines (excl. those of the household type)
http://data.europa.eu/xsp/cn2024/842220000080,8422.20,8422 20 00 - Machinery for cleaning or drying bottles or other containers,Machinery for cleaning or drying bottles or other containers (excl. dishwashing machines)
http://data.europa.eu/xsp/cn2024/842230000080,8422.30,"8422 30 00 - Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages","Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages"
http://data.europa.eu/xsp/cn2024/842240000080,8422.40,8422 40 00 - Other packing or wrapping machinery (including heat-shrink wrapping machinery),"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excl. machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers and machinery for capsuling bottles, jars, tubes and similar containers)"
http://data.europa.eu/xsp/cn2024/842290000080,8422.90,8422 90 - Parts,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus of heading 8422, n.e.s."
http://data.europa.eu/xsp/cn2024/842310000080,8423.10,"8423 10 - Personal weighing machines, including baby scales; household scales","Personal weighing machines, incl. baby scales; household scales"
http://data.europa.eu/xsp/cn2024/842320000080,8423.20,8423 20 - Scales for continuous weighing of goods on conveyors,Scales for continuous weighing of goods on conveyors
http://data.europa.eu/xsp/cn2024/842330000080,8423.30,"8423 30 - Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales","Constant weight scales and scales for discharging a pre-determined weight of material into a bag or container, incl. hopper scales (excl. scales for continuous weighing of goods on conveyors)"
http://data.europa.eu/xsp/cn2024/842381000080,8423.81,8423 81 -- Having a maximum weighing capacity not exceeding 30 kg,"Weighing machinery having a maximum weighing capacity <= 30 kg (excl. balances of a sensitivity of 5 cg or better, personal weighing machines, household scales, scales for continuous weighing of goods on conveyors, constant weight scales and scales for discharging a pre-determined weight of material into a bag or container, incl. hopper scales)"
http://data.europa.eu/xsp/cn2024/842382000080,8423.82,8423 82 -- Having a maximum weighing capacity exceeding 30 kg but not exceeding 5000 kg,"Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excl. personal weighing machines, scales for continuous weighing of goods on conveyors, constant weight scales and scales for discharging a pre-determined weight of material into a bag or container, incl. hopper scales)"
http://data.europa.eu/xsp/cn2024/842389000080,8423.89,8423 89 -- Other,Weighing machinery of a maximum weighing capacity > 5.000 kg
http://data.europa.eu/xsp/cn2024/842390000080,8423.90,8423 90 - Weighing machine weights of all kinds; parts of weighing machinery,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s."
http://data.europa.eu/xsp/cn2024/842410000080,8424.10,"8424 10 00 - Fire extinguishers, whether or not charged","Fire extinguishers, whether or not charged"
http://data.europa.eu/xsp/cn2024/842420000080,8424.20,8424 20 00 - Spray guns and similar appliances,"Spray guns and similar appliances (other than electrical machines, appliances and other devices for spraying molten metals or metal carbides of heading 8515, sand blasting machines and similar jet projecting machines)"
http://data.europa.eu/xsp/cn2024/842430000080,8424.30,8424 30 - Steam or sandblasting machines and similar jet projecting machines,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances with built-in motor (excl. appliances for cleaning special containers)"
http://data.europa.eu/xsp/cn2024/842441000080,8424.41,8424 41 00 -- Portable sprayers,"Agricultural or horticultural sprayers, portable"
http://data.europa.eu/xsp/cn2024/842449000080,8424.49,8424 49 -- Other,Agricultural or horticultural sprayers (excl. portable)
http://data.europa.eu/xsp/cn2024/842482000080,8424.82,8424 82 -- Agricultural or horticultural,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting or dispersing liquids or powders (excl. sprayers)"
http://data.europa.eu/xsp/cn2024/842489000080,8424.89,8424 89 -- Other,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying liquids or powders, n.e.s."
http://data.europa.eu/xsp/cn2024/842490000080,8424.90,8424 90 - Parts,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines and similar jet projecting machines and machinery and apparatus for projecting, dispersing or spraying liquids or powders, n.e.s."
http://data.europa.eu/xsp/cn2024/842511000080,8425.11,8425 11 00 -- Powered by electric motor,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a kind used for raising vehicles)"
http://data.europa.eu/xsp/cn2024/842519000080,8425.19,8425 19 00 -- Other,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), non-powered by electric motor"
http://data.europa.eu/xsp/cn2024/842531000080,8425.31,8425 31 00 -- Powered by electric motor,Winches and capstans powered by electric motor
http://data.europa.eu/xsp/cn2024/842539000080,8425.39,8425 39 00 -- Other,"Winches and capstans, non-powered by electric motor"
http://data.europa.eu/xsp/cn2024/842541000080,8425.41,8425 41 00 -- Built-in jacking systems of a type used in garages,Built-in jacking systems of a type used in garages
http://data.europa.eu/xsp/cn2024/842542000080,8425.42,"8425 42 00 -- Other jacks and hoists, hydraulic","Jacks and hoists, hydraulic (excl. built-in jacking systems used in garages)"
http://data.europa.eu/xsp/cn2024/842549000080,8425.49,8425 49 00 -- Other,"Jacks and hoists of a kind used for raising vehicles, not hydraulic"
http://data.europa.eu/xsp/cn2024/842611000080,8426.11,8426 11 00 -- Overhead travelling cranes on fixed support,Overhead travelling cranes on fixed support
http://data.europa.eu/xsp/cn2024/842612000080,8426.12,8426 12 00 -- Mobile lifting frames on tyres and straddle carriers,Mobile lifting frames on tyres and straddle carriers
http://data.europa.eu/xsp/cn2024/842619000080,8426.19,8426 19 00 -- Other,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting frames (excl. overhead travelling cranes on fixed support, mobile lifting frames on tyres, straddle carriers and portal or pedestal jib cranes)"
http://data.europa.eu/xsp/cn2024/842620000080,8426.20,8426 20 00 - Tower cranes,Tower cranes
http://data.europa.eu/xsp/cn2024/842630000080,8426.30,8426 30 00 - Portal or pedestal jib cranes,Portal or pedestal jib cranes
http://data.europa.eu/xsp/cn2024/842641000080,8426.41,8426 41 00 -- On tyres,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excl. wheel-mounted cranes, mobile lifting frames on tyres and straddle carriers)"
http://data.europa.eu/xsp/cn2024/842649000080,8426.49,8426 49 00 -- Other,"Mobile cranes and works trucks fitted with a crane, self-propelled (excl. those on tyres and straddle carriers)"
http://data.europa.eu/xsp/cn2024/842691000080,8426.91,8426 91 -- Designed for mounting on road vehicles,Cranes designed for mounting on road vehicles
http://data.europa.eu/xsp/cn2024/842699000080,8426.99,8426 99 00 -- Other,"Ships' derricks; cranes, incl. cable cranes (excl. overhead travelling cranes, transporter cranes, gantry cranes, portal or pedestal jib cranes, bridge cranes, mobile lifting frames and straddle carriers, tower cranes, works trucks fitted with a crane, mobile cranes and cranes designed for mounting on road vehicles)"
http://data.europa.eu/xsp/cn2024/842710000080,8427.10,8427 10 - Self-propelled trucks powered by an electric motor,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor"
http://data.europa.eu/xsp/cn2024/842720000080,8427.20,8427 20 - Other self-propelled trucks,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric motor"
http://data.europa.eu/xsp/cn2024/842790000080,8427.90,8427 90 00 - Other trucks,"Works trucks fitted with lifting or handling equipment, not self-propelled"
http://data.europa.eu/xsp/cn2024/842810000080,8428.10,8428 10 - Lifts and skip hoists,Lifts and skip hoists
http://data.europa.eu/xsp/cn2024/842820000080,8428.20,8428 20 - Pneumatic elevators and conveyors,Pneumatic elevators and conveyors
http://data.europa.eu/xsp/cn2024/842831000080,8428.31,8428 31 00 -- Specially designed for underground use,"Continuous-action elevators and conveyors for goods or materials, for underground use (excl. pneumatic elevators and conveyors)"
http://data.europa.eu/xsp/cn2024/842832000080,8428.32,"8428 32 00 -- Other, bucket type","Continuous-action elevators and conveyors for goods or materials, bucket type (excl. for underground use)"
http://data.europa.eu/xsp/cn2024/842833000080,8428.33,"8428 33 00 -- Other, belt type","Continuous-action elevators and conveyors for goods or materials, belt type (excl. those for underground use)"
http://data.europa.eu/xsp/cn2024/842839000080,8428.39,8428 39 -- Other,"Continuous-action elevators and conveyors, for goods or materials (excl. those for underground use and bucket, belt or pneumatic types)"
http://data.europa.eu/xsp/cn2024/842840000080,8428.40,8428 40 00 - Escalators and moving walkways,Escalators and moving walkways
http://data.europa.eu/xsp/cn2024/842860000080,8428.60,"8428 60 00 - Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars","Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars"
http://data.europa.eu/xsp/cn2024/842870000080,8428.70,8428 70 00 - Industrial robots,Industrial robots
http://data.europa.eu/xsp/cn2024/842890000080,8428.90,8428 90 - Other machinery,"Machinery for lifting, handling, loading or unloading, n.e.s."
http://data.europa.eu/xsp/cn2024/842911000080,8429.11,8429 11 00 -- Track laying,"Self-propelled bulldozers and angledozers, track laying"
http://data.europa.eu/xsp/cn2024/842919000080,8429.19,8429 19 00 -- Other,"Self-propelled bulldozers and angledozers, on wheels"
http://data.europa.eu/xsp/cn2024/842920000080,8429.20,8429 20 00 - Graders and levellers,Self-propelled graders and levellers
http://data.europa.eu/xsp/cn2024/842930000080,8429.30,8429 30 00 - Scrapers,Self-propelled scrapers
http://data.europa.eu/xsp/cn2024/842940000080,8429.40,8429 40 - Tamping machines and roadrollers,Self-propelled tamping machines and roadrollers
http://data.europa.eu/xsp/cn2024/842951000080,8429.51,8429 51 -- Front-end shovel loaders,Self-propelled front-end shovel loaders
http://data.europa.eu/xsp/cn2024/842952000080,8429.52,8429 52 -- Machinery with a 360° revolving superstructure,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360° revolving superstructure"
http://data.europa.eu/xsp/cn2024/842959000080,8429.59,8429 59 00 -- Other,"Self-propelled mechanical shovels, excavators and shovel loaders (excl. self-propelled mechanical shovels with a 360° revolving superstructure and front-end shovel loaders)"
http://data.europa.eu/xsp/cn2024/843010000080,8430.10,8430 10 00 - Piledrivers and pile extractors,"Pile-drivers and pile-extractors (excl. those mounted on railway wagons, motor vehicle chassis or lorries)"
http://data.europa.eu/xsp/cn2024/843020000080,8430.20,8430 20 00 - Snowploughs and snowblowers,"Snowploughs and snowblowers (excl. those mounted on railway wagons, motor vehicle chassis or lorries)"
http://data.europa.eu/xsp/cn2024/843031000080,8430.31,8430 31 00 -- Self-propelled,Self-propelled coal or rock cutters and tunnelling machinery (excl. hydraulically operated self-advancing supports for mines)
http://data.europa.eu/xsp/cn2024/843039000080,8430.39,8430 39 00 -- Other,"Coal or rock cutters and tunnelling machinery, not self-propelled (excl. hand-operated tools and hydraulically operated self-advancing supports for mines)"
http://data.europa.eu/xsp/cn2024/843041000080,8430.41,8430 41 00 -- Self-propelled,"Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores (excl. those mounted on railway or tramway wagons, motor vehicle chassis or lorries and tunnelling machinery)"
http://data.europa.eu/xsp/cn2024/843049000080,8430.49,8430 49 00 -- Other,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled and not hydraulic (excl. tunnelling machinery and hand-operated tools)"
http://data.europa.eu/xsp/cn2024/843050000080,8430.50,"8430 50 00 - Other machinery, self-propelled","Self-propelled earth-moving machinery, n.e.s."
http://data.europa.eu/xsp/cn2024/843061000080,8430.61,8430 61 00 -- Tamping or compacting machinery,"Tamping or compacting machinery, not self-propelled (excl. hand-operated tools)"
http://data.europa.eu/xsp/cn2024/843069000080,8430.69,8430 69 00 -- Other,"Earth moving machinery, not self-propelled, n.e.s."
http://data.europa.eu/xsp/cn2024/843110000080,8431.10,8431 10 00 - Of machinery of heading 8425,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s."
http://data.europa.eu/xsp/cn2024/843120000080,8431.20,8431 20 00 - Of machinery of heading 8427,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, n.e.s."
http://data.europa.eu/xsp/cn2024/843131000080,8431.31,"8431 31 00 -- Of lifts, skip hoists or escalators","Parts of lifts, skip hoists or escalators, n.e.s."
http://data.europa.eu/xsp/cn2024/843139000080,8431.39,8431 39 00 -- Other,"Parts of machinery of heading 8428, n.e.s."
http://data.europa.eu/xsp/cn2024/843141000080,8431.41,"8431 41 00 -- Buckets, shovels, grabs and grips","Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430"
http://data.europa.eu/xsp/cn2024/843142000080,8431.42,8431 42 00 -- Bulldozer or angledozer blades,"Bulldozer or angledozer blades, n.e.s."
http://data.europa.eu/xsp/cn2024/843143000080,8431.43,8431 43 00 -- Parts for boring or sinking machinery of subheading 843041 or 843049,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s."
http://data.europa.eu/xsp/cn2024/843149000080,8431.49,8431 49 -- Other,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s."
http://data.europa.eu/xsp/cn2024/843210000080,8432.10,8432 10 00 - Ploughs,"Ploughs for use in agriculture, horticulture or forestry"
http://data.europa.eu/xsp/cn2024/843221000080,8432.21,8432 21 00 -- Disc harrows,"Disc harrows for use in agriculture, horticulture or forestry"
http://data.europa.eu/xsp/cn2024/843229000080,8432.29,8432 29 -- Other,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or forestry (excl. disc harrows)"
http://data.europa.eu/xsp/cn2024/843231000080,8432.31,"8432 31 00 -- No-till direct seeders, planters and transplanters","No-till direct seeders, planters and transplanters"
http://data.europa.eu/xsp/cn2024/843239000080,8432.39,8432 39 -- Other,"Seeders, planters and transplanters (excl. no-till machines)"
http://data.europa.eu/xsp/cn2024/843241000080,8432.41,8432 41 00 -- Manure spreaders,Manure spreaders (excl. sprayers)
http://data.europa.eu/xsp/cn2024/843242000080,8432.42,8432 42 00 -- Fertiliser distributors,Fertiliser distributors (excl. sprayers and manure spreaders)
http://data.europa.eu/xsp/cn2024/843280000080,8432.80,8432 80 00 - Other machinery,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers (excl. sprayers and dusters, ploughs, harrows, scarifiers, cultivators, weeders, hoes, seeders, planters, manure spreaders and fertiliser distributors)"
http://data.europa.eu/xsp/cn2024/843290000080,8432.90,8432 90 00 - Parts,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation or of lawn or sports-ground rollers, n.e.s."
http://data.europa.eu/xsp/cn2024/843311000080,8433.11,"8433 11 -- Powered, with the cutting device rotating in a horizontal plane","Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal plane"
http://data.europa.eu/xsp/cn2024/843319000080,8433.19,8433 19 -- Other,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical plane or with cutter bars"
http://data.europa.eu/xsp/cn2024/843320000080,8433.20,"8433 20 - Other mowers, including cutter bars for tractor mounting","Mowers, incl. cutter bars for tractor mounting (excl. mowers for lawns, parks or sports grounds)"
http://data.europa.eu/xsp/cn2024/843330000080,8433.30,8433 30 00 - Other haymaking machinery,Haymaking machinery (excl. mowers)
http://data.europa.eu/xsp/cn2024/843340000080,8433.40,"8433 40 00 - Straw or fodder balers, including pick-up balers","Straw or fodder balers, incl. pick-up balers"
http://data.europa.eu/xsp/cn2024/843351000080,8433.51,8433 51 00 -- Combine harvester-threshers,Combine harvester-threshers
http://data.europa.eu/xsp/cn2024/843352000080,8433.52,8433 52 00 -- Other threshing machinery,Threshing machinery (excl. combine harvester-threshers)
http://data.europa.eu/xsp/cn2024/843353000080,8433.53,8433 53 -- Root or tuber harvesting machines,Root or tuber harvesting machines
http://data.europa.eu/xsp/cn2024/843359000080,8433.59,8433 59 -- Other,"Harvesting machinery for agricultural produce (excl. mowers, haymaking machinery, straw and fodder balers, incl. pick-up balers, combine harvester-threshers, other threshing machinery and root or tuber harvesting machines)"
http://data.europa.eu/xsp/cn2024/843360000080,8433.60,"8433 60 00 - Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce","Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excl. machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables of heading 8437)"
http://data.europa.eu/xsp/cn2024/843390000080,8433.90,8433 90 00 - Parts,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting or grading agricultural produce, n.e.s."
http://data.europa.eu/xsp/cn2024/843410000080,8434.10,8434 10 00 - Milking machines,Milking machines
http://data.europa.eu/xsp/cn2024/843420000080,8434.20,8434 20 00 - Dairy machinery,"Dairy machinery (excl. refrigerating or heat treatment equipment, cream separators, clarifying centrifuges, filter presses and other filtering equipment)"
http://data.europa.eu/xsp/cn2024/843490000080,8434.90,8434 90 00 - Parts,"Parts of milking machines and dairy machinery, n.e.s."
http://data.europa.eu/xsp/cn2024/843510000080,8435.10,8435 10 00 - Machinery,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages (excl. machinery for the treatment of these beverages, incl. centrifuges, filter presses, other filtering equipment and domestic appliances)"
http://data.europa.eu/xsp/cn2024/843590000080,8435.90,8435 90 00 - Parts,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages, n.e.s."
http://data.europa.eu/xsp/cn2024/843610000080,8436.10,8436 10 00 - Machinery for preparing animal feedingstuffs,"Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings (excl. machinery for the feedingstuff industry, forage harvesters and autoclaves for cooking fodder)"
http://data.europa.eu/xsp/cn2024/843621000080,8436.21,8436 21 00 -- Poultry incubators and brooders,Poultry incubators and brooders
http://data.europa.eu/xsp/cn2024/843629000080,8436.29,8436 29 00 -- Other,"Poultry-keeping machinery (excl. machines for sorting or grading eggs, poultry pickers of heading 8438 and incubators and brooders)"
http://data.europa.eu/xsp/cn2024/843680000080,8436.80,8436 80 - Other machinery,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s."
http://data.europa.eu/xsp/cn2024/843691000080,8436.91,8436 91 00 -- Of poultry-keeping machinery or poultry incubators and brooders,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s."
http://data.europa.eu/xsp/cn2024/843699000080,8436.99,8436 99 00 -- Other,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s."
http://data.europa.eu/xsp/cn2024/843710000080,8437.10,"8437 10 00 - Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables","Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables"
http://data.europa.eu/xsp/cn2024/843780000080,8437.80,8437 80 00 - Other machinery,"Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables (excl. farm-type machinery, heat treatment equipment, centrifugal dryers, air filters and machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables)"
http://data.europa.eu/xsp/cn2024/843790000080,8437.90,8437 90 00 - Parts,"Parts of machinery used in the milling industry or for the working of cereals or dried leguminous vegetables or machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables, n.e.s."
http://data.europa.eu/xsp/cn2024/843810000080,8438.10,"8438 10 - Bakery machinery and machinery for the manufacture of macaroni, spaghetti or similar products","Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti or similar products (excl. ovens, macaroni drying machines and dough rollers)"
http://data.europa.eu/xsp/cn2024/843820000080,8438.20,"8438 20 00 - Machinery for the manufacture of confectionery, cocoa or chocolate","Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate (excl. centrifuges and filtering, heating or refrigerating equipment)"
http://data.europa.eu/xsp/cn2024/843830000080,8438.30,8438 30 00 - Machinery for sugar manufacture,"Machinery for sugar manufacture (excl. centrifuges and filtering, heating or refrigerating equipment)"
http://data.europa.eu/xsp/cn2024/843840000080,8438.40,8438 40 00 - Brewery machinery,"Brewery machinery (excl. centrifuges and filtering, heating or refrigerating equipment)"
http://data.europa.eu/xsp/cn2024/843850000080,8438.50,8438 50 00 - Machinery for the preparation of meat or poultry,Machinery for the industrial preparation of meat or poultry (excl. cooking and other heating appliances and refrigerating or freezing equipment)
http://data.europa.eu/xsp/cn2024/843860000080,8438.60,"8438 60 00 - Machinery for the preparation of fruits, nuts or vegetables","Machinery for the industrial preparation of fruits, nuts or vegetables (excl. cooking and other heating appliances, refrigerating or freezing equipment and machinery for the sorting or grading of fruit and vegetables)"
http://data.europa.eu/xsp/cn2024/843880000080,8438.80,8438 80 - Other machinery,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s."
http://data.europa.eu/xsp/cn2024/843890000080,8438.90,8438 90 00 - Parts,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s."
http://data.europa.eu/xsp/cn2024/843910000080,8439.10,8439 10 00 - Machinery for making pulp of fibrous cellulosic material,"Machinery for making pulp of fibrous cellulosic material (excl. autoclaves, boilers and other heating appliances)"
http://data.europa.eu/xsp/cn2024/843920000080,8439.20,8439 20 00 - Machinery for making paper or paperboard,"Machinery for making paper or paperboard (excl. dryers and other heating appliances, calenders and machinery for making pulp)"
http://data.europa.eu/xsp/cn2024/843930000080,8439.30,8439 30 00 - Machinery for finishing paper or paperboard,Machinery for finishing paper or paperboard (excl. calenders)
http://data.europa.eu/xsp/cn2024/843991000080,8439.91,8439 91 00 -- Of machinery for making pulp of fibrous cellulosic material,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s."
http://data.europa.eu/xsp/cn2024/843999000080,8439.99,8439 99 00 -- Other,"Parts of machinery for making or finishing paper or paperboard, n.e.s."
http://data.europa.eu/xsp/cn2024/844010000080,8440.10,8440 10 - Machinery,"Bookbinding machinery, incl. book-sewing machines (excl. machinery of heading 8441, general-purpose presses, printing machinery of heading 8443 and machines of uses ancillary to printing)"
http://data.europa.eu/xsp/cn2024/844090000080,8440.90,8440 90 00 - Parts,"Parts of bookbinding machinery, n.e.s."
http://data.europa.eu/xsp/cn2024/844110000080,8441.10,8441 10 - Cutting machines,"Cutting machines for making up paper pulp, paper or paperboard (excl. bookbinding machinery of heading 8440)"
http://data.europa.eu/xsp/cn2024/844120000080,8441.20,"8441 20 00 - Machines for making bags, sacks or envelopes","Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excl. sewing machines and eyeletting machines)"
http://data.europa.eu/xsp/cn2024/844130000080,8441.30,"8441 30 00 - Machines for making cartons, boxes, cases, tubes, drums or similar containers, other than by moulding","Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding) out of paper pulp, paper or paperboard (excl. drying equipment and sewing machines)"
http://data.europa.eu/xsp/cn2024/844140000080,8441.40,"8441 40 00 - Machines for moulding articles in paper pulp, paper or paperboard","Machines for moulding articles in paper pulp, paper or paperboard (excl. drying equipment)"
http://data.europa.eu/xsp/cn2024/844180000080,8441.80,8441 80 00 - Other machinery,"Machinery for making up paper pulp, paper or paperboard, n.e.s."
http://data.europa.eu/xsp/cn2024/844190000080,8441.90,8441 90 - Parts,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s."
http://data.europa.eu/xsp/cn2024/844230000080,8442.30,"8442 30 00 - Machinery, apparatus and equipment","Machinery, apparatus and equipment for preparing or making printing plates, cylinders or other printing components (excl. machines of headings 8456 to 8465)"
http://data.europa.eu/xsp/cn2024/844240000080,8442.40,"8442 40 00 - Parts of the foregoing machinery, apparatus or equipment","Parts of machinery, apparatus and equipment for preparing or making printing plates, cylinders or other printing components, n.e.s."
http://data.europa.eu/xsp/cn2024/844250000080,8442.50,"8442 50 00 - Plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)","Printing plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes, e.g. planed, grained or polished"
http://data.europa.eu/xsp/cn2024/844311000080,8443.11,"8443 11 00 -- Offset printing machinery, reel fed","Offset printing machinery, reel fed"
http://data.europa.eu/xsp/cn2024/844312000080,8443.12,"8443 12 00 -- Offset printing machinery, sheet fed, office type (using sheets with one side not exceeding 22 cm and the other side not exceeding 36 cm in the unfolded state)","Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in the unfolded state"
http://data.europa.eu/xsp/cn2024/844313000080,8443.13,8443 13 -- Other offset printing machinery,"Offset printing machinery (excl. sheet fed offset printing machinery, sheet size <= 22 x 36 cm, and reel fed offset printing machinery)"
http://data.europa.eu/xsp/cn2024/844314000080,8443.14,"8443 14 00 -- Letterpress printing machinery, reel fed, excluding flexographic printing","Letterpress printing machinery, reel fed (excl. flexographic printing machinery)"
http://data.europa.eu/xsp/cn2024/844315000080,8443.15,"8443 15 00 -- Letterpress printing machinery, other than reel fed, excluding flexographic printing",Letterpress printing machinery (excl. flexographic printing and reel fed machinery)
http://data.europa.eu/xsp/cn2024/844316000080,8443.16,8443 16 00 -- Flexographic printing machinery,Flexographic printing machinery
http://data.europa.eu/xsp/cn2024/844317000080,8443.17,8443 17 00 -- Gravure printing machinery,Gravure printing machinery
http://data.europa.eu/xsp/cn2024/844319000080,8443.19,8443 19 -- Other,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442 (excl. hectograph or stencil duplicating machines, addressing machines and other office printing machines of heading 8469 to 8472, ink jet printing machines and offset, flexographic, letterpress and gravure printing machinery)"
http://data.europa.eu/xsp/cn2024/844331000080,8443.31,"8443 31 00 -- Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data-processing machine or to a network","Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data-processing machine or to a network"
